game_id,feature_set,feature_influence,fanova_setting,entity,explanation,feature_value,explanation/feature_value
0,"(0,)",pure,c,individual,3.1313867138801967,1.0,3.1313867138801967
0,"(1,)",pure,c,individual,2.953977099013575,1.0,2.953977099013575
0,"(2,)",pure,c,individual,2.6790527583243398,1.0,2.6790527583243398
0,"(3,)",pure,c,individual,3.0077634439416494,1.0,3.0077634439416494
0,"(1, 2)",pure,c,individual,2.65266434917591,1.0,2.65266434917591
0,"(1, 2, 3)",pure,c,individual,2.6087766550340836,1.0,2.6087766550340836
0,"(0,)",pure,c,joint,3.1313867138801967,1.0,3.1313867138801967
0,"(1,)",pure,c,joint,2.953977099013575,1.0,2.953977099013575
0,"(2,)",pure,c,joint,2.6790527583243398,1.0,2.6790527583243398
0,"(3,)",pure,c,joint,3.0077634439416494,1.0,3.0077634439416494
0,"(1, 2)",pure,c,joint,2.65266434917591,1.0,2.65266434917591
0,"(1, 2, 3)",pure,c,joint,2.6087766550340836,1.0,2.6087766550340836
0,"(0,)",pure,c,interaction,3.1313867138801967,1.0,3.1313867138801967
0,"(1,)",pure,c,interaction,2.953977099013575,1.0,2.953977099013575
0,"(2,)",pure,c,interaction,2.6790527583243398,1.0,2.6790527583243398
0,"(3,)",pure,c,interaction,3.0077634439416494,1.0,3.0077634439416494
0,"(1, 2)",pure,c,interaction,-2.9803655081620044,1.0,-2.9803655081620044
0,"(1, 2, 3)",pure,c,interaction,2.8662922233115626,1.0,2.8662922233115626
0,"(0,)",pure,b,individual,2.0237824275502074,1.0,2.0237824275502074
0,"(1,)",pure,b,individual,0.9993323831394896,1.0,0.9993323831394896
0,"(2,)",pure,b,individual,1.0002308214874829,1.0,1.0002308214874829
0,"(3,)",pure,b,individual,0.0,1.0,0.0
0,"(1, 2)",pure,b,individual,1.9995632046269725,1.0,1.9995632046269725
0,"(1, 2, 3)",pure,b,individual,1.9995632046269725,1.0,1.9995632046269725
0,"(0,)",pure,b,joint,2.0237824275502074,1.0,2.0237824275502074
0,"(1,)",pure,b,joint,0.9993323831394896,1.0,0.9993323831394896
0,"(2,)",pure,b,joint,1.0002308214874829,1.0,1.0002308214874829
0,"(3,)",pure,b,joint,0.0,1.0,0.0
0,"(1, 2)",pure,b,joint,1.9995632046269725,1.0,1.9995632046269725
0,"(1, 2, 3)",pure,b,joint,1.9995632046269725,1.0,1.9995632046269725
0,"(0,)",pure,b,interaction,2.0237824275502074,1.0,2.0237824275502074
0,"(1,)",pure,b,interaction,0.9993323831394896,1.0,0.9993323831394896
0,"(2,)",pure,b,interaction,1.0002308214874829,1.0,1.0002308214874829
0,"(3,)",pure,b,interaction,0.0,1.0,0.0
0,"(1, 2)",pure,b,interaction,0.0,1.0,0.0
