game_id,feature_set,feature_influence,fanova_setting,entity,explanation,feature_value,explanation/feature_value
0,"(0,)",pure,c,individual,5.78944786971259,1.0,5.78944786971259
0,"(1,)",pure,c,individual,5.789594907533912,1.0,5.789594907533912
0,"(2,)",pure,c,individual,5.789459706714239,1.0,5.789459706714239
0,"(3,)",pure,c,individual,5.648658114979839,1.0,5.648658114979839
0,"(1, 2)",pure,c,individual,5.952394941582581,1.0,5.952394941582581
0,"(1, 2, 3)",pure,c,individual,5.90853297054514,1.0,5.90853297054514
0,"(0,)",pure,c,joint,5.78944786971259,1.0,5.78944786971259
0,"(1,)",pure,c,joint,5.789594907533912,1.0,5.789594907533912
0,"(2,)",pure,c,joint,5.789459706714239,1.0,5.789459706714239
0,"(3,)",pure,c,joint,5.648658114979839,1.0,5.648658114979839
0,"(1, 2)",pure,c,joint,5.952394941582581,1.0,5.952394941582581
0,"(1, 2, 3)",pure,c,joint,5.90853297054514,1.0,5.90853297054514
0,"(0,)",pure,c,interaction,5.78944786971259,1.0,5.78944786971259
0,"(1,)",pure,c,interaction,5.789594907533912,1.0,5.789594907533912
0,"(2,)",pure,c,interaction,5.789459706714239,1.0,5.789459706714239
0,"(3,)",pure,c,interaction,5.648658114979839,1.0,5.648658114979839
0,"(1, 2)",pure,c,interaction,-5.626659672665571,1.0,-5.626659672665571
0,"(1, 2, 3)",pure,c,interaction,5.380285064425912,1.0,5.380285064425912
0,"(0,)",pure,b,individual,2.022596264374931,1.0,2.022596264374931
0,"(1,)",pure,b,individual,2.029702975802313,1.0,2.029702975802313
0,"(2,)",pure,b,individual,2.024207267639321,1.0,2.024207267639321
0,"(3,)",pure,b,individual,0.0,1.0,0.0
0,"(1, 2)",pure,b,individual,4.053910243441634,1.0,4.053910243441634
0,"(1, 2, 3)",pure,b,individual,4.053910243441634,1.0,4.053910243441634
0,"(0,)",pure,b,joint,2.022596264374931,1.0,2.022596264374931
0,"(1,)",pure,b,joint,2.029702975802313,1.0,2.029702975802313
0,"(2,)",pure,b,joint,2.024207267639321,1.0,2.024207267639321
0,"(3,)",pure,b,joint,0.0,1.0,0.0
0,"(1, 2)",pure,b,joint,4.053910243441634,1.0,4.053910243441634
0,"(1, 2, 3)",pure,b,joint,4.053910243441634,1.0,4.053910243441634
0,"(0,)",pure,b,interaction,2.022596264374931,1.0,2.022596264374931
0,"(1,)",pure,b,interaction,2.029702975802313,1.0,2.029702975802313
0,"(2,)",pure,b,interaction,2.024207267639321,1.0,2.024207267639321
0,"(3,)",pure,b,interaction,0.0,1.0,0.0
0,"(1, 2)",pure,b,interaction,0.0,1.0,0.0
0,"(1, 2, 3)",pure,b,interaction,0.0,1.0,0.0
0,"(0,)",pure,m,individual,2.022596264374941,1.0,2.022596264374941
0,"(1,)",pure,m,individual,2.029702975802319,1.0,2.029702975802319
0,"(2,)",pure,m,individual,2.024207267639318,1.0,2.024207267639318
0,"(3,)",pure,m,individual,0.0,1.0,0.0
0,"(1, 2)",pure,m,individual,4.053910243441662,1.0,4.053910243441662
0,"(1, 2, 3)",pure,m,individual,4.053910243441662,1.0,4.053910243441662
0,"(0,)",pure,m,joint,2.022596264374941,1.0,2.022596264374941
