game_id,feature_set,feature_influence,fanova_setting,entity,explanation,feature_value,explanation/feature_value
0,"(0,)",pure,c,individual,2.2391243784495303,1.0,2.2391243784495303
0,"(1,)",pure,c,individual,2.240379662008545,1.0,2.240379662008545
0,"(2,)",pure,c,individual,2.239073297029754,1.0,2.239073297029754
0,"(3,)",pure,c,individual,0.22264392341088535,1.0,0.22264392341088535
0,"(1, 2)",pure,c,individual,4.132961744476943,1.0,4.132961744476943
0,"(1, 2, 3)",pure,c,individual,4.269167533138395,1.0,4.269167533138395
0,"(0,)",pure,c,joint,2.2391243784495303,1.0,2.2391243784495303
0,"(1,)",pure,c,joint,2.240379662008545,1.0,2.240379662008545
0,"(2,)",pure,c,joint,2.239073297029754,1.0,2.239073297029754
0,"(3,)",pure,c,joint,0.22264392341088535,1.0,0.22264392341088535
0,"(1, 2)",pure,c,joint,4.132961744476943,1.0,4.132961744476943
0,"(1, 2, 3)",pure,c,joint,4.269167533138395,1.0,4.269167533138395
0,"(0,)",pure,c,interaction,2.2391243784495303,1.0,2.2391243784495303
0,"(1,)",pure,c,interaction,2.240379662008545,1.0,2.240379662008545
0,"(2,)",pure,c,interaction,2.239073297029754,1.0,2.239073297029754
0,"(3,)",pure,c,interaction,0.22264392341088535,1.0,0.22264392341088535
0,"(1, 2)",pure,c,interaction,-0.3464912145613557,1.0,-0.3464912145613557
0,"(1, 2, 3)",pure,c,interaction,0.5982293683503705,1.0,0.5982293683503705
0,"(0,)",pure,b,individual,1.9736392547447372,1.0,1.9736392547447372
0,"(1,)",pure,b,individual,2.008183370101891,1.0,2.008183370101891
0,"(2,)",pure,b,individual,2.003654503032182,1.0,2.003654503032182
0,"(3,)",pure,b,individual,0.0,1.0,0.0
0,"(1, 2)",pure,b,individual,4.011837873134073,1.0,4.011837873134073
0,"(1, 2, 3)",pure,b,individual,4.011837873134073,1.0,4.011837873134073
0,"(0,)",pure,b,joint,1.9736392547447372,1.0,1.9736392547447372
0,"(1,)",pure,b,joint,2.008183370101891,1.0,2.008183370101891
0,"(2,)",pure,b,joint,2.003654503032182,1.0,2.003654503032182
0,"(3,)",pure,b,joint,0.0,1.0,0.0
0,"(1, 2)",pure,b,joint,4.011837873134073,1.0,4.011837873134073
0,"(1, 2, 3)",pure,b,joint,4.011837873134073,1.0,4.011837873134073
0,"(0,)",pure,b,interaction,1.9736392547447372,1.0,1.9736392547447372
0,"(1,)",pure,b,interaction,2.008183370101891,1.0,2.008183370101891
0,"(2,)",pure,b,interaction,2.003654503032182,1.0,2.003654503032182
0,"(3,)",pure,b,interaction,0.0,1.0,0.0
0,"(1, 2)",pure,b,interaction,0.0,1.0,0.0
0,"(1, 2, 3)",pure,b,interaction,0.0,1.0,0.0
0,"(0,)",pure,m,individual,1.9736392547447394,1.0,1.9736392547447394
0,"(1,)",pure,m,individual,2.0081833701018885,1.0,2.0081833701018885
0,"(2,)",pure,m,individual,2.0036545030321813,1.0,2.0036545030321813
0,"(3,)",pure,m,individual,0.0,1.0,0.0
0,"(1, 2)",pure,m,individual,4.011837873134092,1.0,4.011837873134092
0,"(1, 2, 3)",pure,m,individual,4.011837873134092,1.0,4.011837873134092
0,"(0,)",pure,m,joint,1.9736392547447394,1.0,1.9736392547447394
0,"(1,)",pure,m,joint,2.0081833701018885,1.0,2.0081833701018885
0,"(2,)",pure,m,joint,2.0036545030321813,1.0,2.0036545030321813
0,"(3,)",pure,m,joint,0.0,1.0,0.0
0,"(1, 2)",pure,m,joint,4.011837873134092,1.0,4.011837873134092
0,"(1, 2, 3)",pure,m,joint,4.011837873134092,1.0,4.011837873134092
0,"(0,)",pure,m,interaction,1.9736392547447394,1.0,1.9736392547447394
0,"(1,)",pure,m,interaction,2.0081833701018885,1.0,2.0081833701018885
0,"(2,)",pure,m,interaction,2.0036545030321813,1.0,2.0036545030321813
0,"(3,)",pure,m,interaction,0.0,1.0,0.0
0,"(1, 2)",pure,m,interaction,2.220446049250313e-14,1.0,2.220446049250313e-14
0,"(1, 2, 3)",pure,m,interaction,-8.881784197001252e-16,1.0,-8.881784197001252e-16
0,"(0,)",partial,c,individual,2.0854450306258934,1.0,2.0854450306258934
0,"(1,)",partial,c,individual,2.0866545192491945,1.0,2.0866545192491945
0,"(2,)",partial,c,individual,2.0852369737485077,1.0,2.0852369737485077
0,"(3,)",partial,c,individual,0.05980233037695215,1.0,0.05980233037695215
0,"(1, 2)",partial,c,individual,0.0,1.0,0.0
0,"(1, 2, 3)",partial,c,individual,0.0,1.0,0.0
0,"(0,)",partial,c,joint,2.085445030625894,1.0,2.085445030625894
0,"(1,)",partial,c,joint,2.0866545192491945,1.0,2.0866545192491945
0,"(2,)",partial,c,joint,2.0852369737485077,1.0,2.0852369737485077
0,"(3,)",partial,c,joint,0.0598023303769525,1.0,0.0598023303769525
0,"(1, 2)",partial,c,joint,4.130947582888721,1.0,4.130947582888721
0,"(1, 2, 3)",partial,c,joint,4.173591004344707,1.0,4.173591004344707
0,"(0,)",partial,c,interaction,2.0854450306258934,1.0,2.0854450306258934
0,"(1,)",partial,c,interaction,2.0866545192491945,1.0,2.0866545192491945
0,"(2,)",partial,c,interaction,2.0852369737485077,1.0,2.0852369737485077
0,"(3,)",partial,c,interaction,0.05980233037695215,1.0,0.05980233037695215
0,"(1, 2)",partial,c,interaction,-0.05861041719181337,1.0,-0.05861041719181337
0,"(1, 2, 3)",partial,c,interaction,0.10308216722256791,1.0,0.10308216722256791
0,"(0,)",partial,b,individual,1.9736392547447372,1.0,1.9736392547447372
0,"(1,)",partial,b,individual,2.008183370101891,1.0,2.008183370101891
0,"(2,)",partial,b,individual,2.003654503032182,1.0,2.003654503032182
0,"(3,)",partial,b,individual,-4.440892098500626e-16,1.0,-4.440892098500626e-16
0,"(1, 2)",partial,b,individual,0.0,1.0,0.0
0,"(1, 2, 3)",partial,b,individual,0.0,1.0,0.0
0,"(0,)",partial,b,joint,1.9736392547447372,1.0,1.9736392547447372
0,"(1,)",partial,b,joint,2.0081833701018916,1.0,2.0081833701018916
0,"(2,)",partial,b,joint,2.0036545030321817,1.0,2.0036545030321817
0,"(3,)",partial,b,joint,0.0,1.0,0.0
0,"(1, 2)",partial,b,joint,4.011837873134073,1.0,4.011837873134073
0,"(1, 2, 3)",partial,b,joint,4.011837873134073,1.0,4.011837873134073
0,"(0,)",partial,b,interaction,1.9736392547447372,1.0,1.9736392547447372
0,"(1,)",partial,b,interaction,2.008183370101891,1.0,2.008183370101891
0,"(2,)",partial,b,interaction,2.003654503032182,1.0,2.003654503032182
0,"(3,)",partial,b,interaction,-4.440892098500626e-16,1.0,-4.440892098500626e-16
0,"(1, 2)",partial,b,interaction,-8.881784197001252e-16,1.0,-8.881784197001252e-16
0,"(1, 2, 3)",partial,b,interaction,0.0,1.0,0.0
0,"(0,)",partial,m,individual,1.9736392547445467,1.0,1.9736392547445467
0,"(1,)",partial,m,individual,2.008183370101705,1.0,2.008183370101705
0,"(2,)",partial,m,individual,2.003654503031996,1.0,2.003654503031996
0,"(3,)",partial,m,individual,2.220446049250313e-16,1.0,2.220446049250313e-16
0,"(1, 2)",partial,m,individual,0.0,1.0,0.0
0,"(1, 2, 3)",partial,m,individual,0.0,1.0,0.0
0,"(0,)",partial,m,joint,1.9736392547445472,1.0,1.9736392547445472
0,"(1,)",partial,m,joint,2.0081833701017056,1.0,2.0081833701017056
0,"(2,)",partial,m,joint,2.0036545030319965,1.0,2.0036545030319965
0,"(3,)",partial,m,joint,0.0,1.0,0.0
0,"(1, 2)",partial,m,joint,4.011837873133801,1.0,4.011837873133801
0,"(1, 2, 3)",partial,m,joint,4.011837873133801,1.0,4.011837873133801
0,"(0,)",partial,m,interaction,1.9736392547445467,1.0,1.9736392547445467
0,"(1,)",partial,m,interaction,2.008183370101705,1.0,2.008183370101705
0,"(2,)",partial,m,interaction,2.003654503031996,1.0,2.003654503031996
0,"(3,)",partial,m,interaction,2.220446049250313e-16,1.0,2.220446049250313e-16
0,"(1, 2)",partial,m,interaction,-2.753353101070388e-13,1.0,-2.753353101070388e-13
0,"(1, 2, 3)",partial,m,interaction,0.0,1.0,0.0
0,"(0,)",full,c,individual,2.0479713208621533,1.0,2.0479713208621533
0,"(1,)",full,c,individual,2.04911972323788,1.0,2.04911972323788
0,"(2,)",full,c,individual,2.0476644844046064,1.0,2.0476644844046064
0,"(3,)",full,c,individual,0.0,1.0,0.0
0,"(1, 2)",full,c,individual,4.197611961549958,1.0,4.197611961549958
0,"(1, 2, 3)",full,c,individual,4.078014475551019,1.0,4.078014475551019
0,"(0,)",full,c,joint,2.0479713208621533,1.0,2.0479713208621533
0,"(1,)",full,c,joint,2.04911972323788,1.0,2.04911972323788
0,"(2,)",full,c,joint,2.0476644844046064,1.0,2.0476644844046064
0,"(3,)",full,c,joint,0.0,1.0,0.0
0,"(1, 2)",full,c,joint,4.197611961549958,1.0,4.197611961549958
0,"(1, 2, 3)",full,c,joint,4.078014475551019,1.0,4.078014475551019
0,"(0,)",full,c,interaction,2.0479713208621533,1.0,2.0479713208621533
0,"(1,)",full,c,interaction,2.04911972323788,1.0,2.04911972323788
0,"(2,)",full,c,interaction,2.0476644844046064,1.0,2.0476644844046064
0,"(3,)",full,c,interaction,0.0,1.0,0.0
0,"(1, 2)",full,c,interaction,-0.10082775390747134,1.0,-0.10082775390747134
0,"(1, 2, 3)",full,c,interaction,-0.39206503390523384,1.0,-0.39206503390523384
0,"(0,)",full,b,individual,1.9736392547447377,1.0,1.9736392547447377
0,"(1,)",full,b,individual,2.0081833701018916,1.0,2.0081833701018916
0,"(2,)",full,b,individual,2.0036545030321826,1.0,2.0036545030321826
0,"(3,)",full,b,individual,0.0,1.0,0.0
0,"(1, 2)",full,b,individual,4.011837873134073,1.0,4.011837873134073
0,"(1, 2, 3)",full,b,individual,4.011837873134073,1.0,4.011837873134073
0,"(0,)",full,b,joint,1.9736392547447377,1.0,1.9736392547447377
0,"(1,)",full,b,joint,2.0081833701018916,1.0,2.0081833701018916
0,"(2,)",full,b,joint,2.0036545030321826,1.0,2.0036545030321826
0,"(3,)",full,b,joint,0.0,1.0,0.0
0,"(1, 2)",full,b,joint,4.011837873134073,1.0,4.011837873134073
0,"(1, 2, 3)",full,b,joint,4.011837873134073,1.0,4.011837873134073
0,"(0,)",full,b,interaction,1.9736392547447377,1.0,1.9736392547447377
