game_id,feature_set,feature_influence,fanova_setting,entity,explanation,feature_value,explanation/feature_value
0,"(0,)",pure,c,individual,3.463594397200361,1.0,3.463594397200361
0,"(1,)",pure,c,individual,2.523539820453326,1.0,2.523539820453326
0,"(2,)",pure,c,individual,2.1736061106039233,1.0,2.1736061106039233
0,"(3,)",pure,c,individual,2.739738592792705,1.0,2.739738592792705
0,"(1, 2)",pure,c,individual,2.4764333130441623,1.0,2.4764333130441623
0,"(1, 2, 3)",pure,c,individual,2.4799661066416694,1.0,2.4799661066416694
0,"(0,)",pure,c,joint,3.463594397200361,1.0,3.463594397200361
0,"(1,)",pure,c,joint,2.523539820453326,1.0,2.523539820453326
0,"(2,)",pure,c,joint,2.1736061106039233,1.0,2.1736061106039233
0,"(3,)",pure,c,joint,2.739738592792705,1.0,2.739738592792705
0,"(1, 2)",pure,c,joint,2.4764333130441623,1.0,2.4764333130441623
0,"(1, 2, 3)",pure,c,joint,2.4799661066416694,1.0,2.4799661066416694
0,"(0,)",pure,c,interaction,3.463594397200361,1.0,3.463594397200361
0,"(1,)",pure,c,interaction,2.523539820453326,1.0,2.523539820453326
0,"(2,)",pure,c,interaction,2.1736061106039233,1.0,2.1736061106039233
0,"(3,)",pure,c,interaction,2.739738592792705,1.0,2.739738592792705
0,"(1, 2)",pure,c,interaction,-2.2207126180130876,1.0,-2.2207126180130876
0,"(1, 2, 3)",pure,c,interaction,1.550579484157272,1.0,1.550579484157272
0,"(0,)",pure,b,individual,2.0261307278630905,1.0,2.0261307278630905
0,"(1,)",pure,b,individual,0.9991415500388434,1.0,0.9991415500388434
0,"(2,)",pure,b,individual,0.99983307772665,1.0,0.99983307772665
0,"(3,)",pure,b,individual,0.0,1.0,0.0
0,"(1, 2)",pure,b,individual,1.9989746277654936,1.0,1.9989746277654936
0,"(1, 2, 3)",pure,b,individual,1.9989746277654936,1.0,1.9989746277654936
0,"(0,)",pure,b,joint,2.0261307278630905,1.0,2.0261307278630905
0,"(1,)",pure,b,joint,0.9991415500388434,1.0,0.9991415500388434
0,"(2,)",pure,b,joint,0.99983307772665,1.0,0.99983307772665
0,"(3,)",pure,b,joint,0.0,1.0,0.0
0,"(1, 2)",pure,b,joint,1.9989746277654936,1.0,1.9989746277654936
0,"(1, 2, 3)",pure,b,joint,1.9989746277654936,1.0,1.9989746277654936
0,"(0,)",pure,b,interaction,2.0261307278630905,1.0,2.0261307278630905
0,"(1,)",pure,b,interaction,0.9991415500388434,1.0,0.9991415500388434
0,"(2,)",pure,b,interaction,0.99983307772665,1.0,0.99983307772665
0,"(3,)",pure,b,interaction,0.0,1.0,0.0
0,"(1, 2)",pure,b,interaction,0.0,1.0,0.0
